Species,Species >1970,Species <1970,List,Region,Region code,Subregion,subregion code,Geo subreg,Lat,Long,Status comment,STATUS,Group,VER-INV-PP,NS stand,Year,Period,REL,EC,TC,TS-0ther,TS-ball,TS-hull,COR,UNA,UNK,,,,,,,,,
"Amathia gracilis (Leidy, 1855)","Amathia gracilis (Leidy, 1855)",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,"cryptogenic, NEA-MED",non-indigenous,Invertebrate,INV,,2012,2012-2017,,,,,,,,,1,,,,,,,,,
"Amathia verticillata (delle Chiaje, 1822)",,"Amathia verticillata (delle Chiaje, 1822)",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,"cryptogenic, NEA-MED",cryptogenic,Invertebrate,INV,1867,1867,<1970,,,,,,1,,,,,,,,,,,,
"Amathia verticillata (delle Chiaje, 1822)",,"Amathia verticillata (delle Chiaje, 1822)",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,"cryptogenic, NEA-MED",cryptogenic,Invertebrate,INV,1807,1807,<1970,,,,,,1,,,,,,,,,,,,
"Amathia verticillata (delle Chiaje, 1822)",,"Amathia verticillata (delle Chiaje, 1822)",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,"cryptogenic, NEA-MED",cryptogenic,Invertebrate,INV,1952,1952,<1970,,,,,,1,,,,,,,,,,,,
"Amathia verticillata (delle Chiaje, 1822)",,"Amathia verticillata (delle Chiaje, 1822)",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,"cryptogenic, NEA-MED",cryptogenic,Invertebrate,INV,1969,1969,<1970,,,,,,1,,,,,,,,,,,,
"Amathia verticillata (delle Chiaje, 1822)",,"Amathia verticillata (delle Chiaje, 1822)",msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,"cryptogenic, NEA-MED",non-indigenous,Invertebrate,INV,,2008,2006-2011,,,,0.333,0.333,0.333,,,,,,,,,,,,
"Amathia verticillata (delle Chiaje, 1822)",,"Amathia verticillata (delle Chiaje, 1822)",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,"cryptogenic, NEA-MED",cryptogenic,Invertebrate,INV,1822,1822,<1970,,,,,,1,,,,,,,,,,,,
"Amathina tricarinata (Linnaeus, 1767)","Amathina tricarinata (Linnaeus, 1767)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2012,2012,2012-2017,,,,,,,,,1,,,,,,,,,
"Ammothea hilgendorfi (Böhm, 1879)","Ammothea hilgendorfi (Böhm, 1879)",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,1979,1979,1976-1981,,,0.5,,,0.5,,,,,,,,,,,,
"Ammothea hilgendorfi (Böhm, 1879)","Ammothea hilgendorfi (Böhm, 1879)",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,2013,2012-2017,,,0.5,,,0.5,,,,,,,,,,,,
"Ammothea hilgendorfi (Böhm, 1879)","Ammothea hilgendorfi (Böhm, 1879)",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,,2019,2018-2020,,,,,,1,,,,,,,,,,,,
"Ampelisca cavicoxa Reid, 1951","Ampelisca cavicoxa Reid, 1951",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,2005,2005,2000-2005,,,,,0.5,,,0.5,,,,,,,,,,
"Ampelisca heterodactyla Schellenberg, 1925","Ampelisca heterodactyla Schellenberg, 1925",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1986,1986,1982-1987,,,,,0.5,,,0.5,,,,,,,,,,
"Amphibalanus amphitrite (Darwin, 1854)",,"Amphibalanus amphitrite (Darwin, 1854)",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,"cryptogenic, MED",non-indigenous,Invertebrate,INV,1914,1914,<1970,,,,,,1,,,,,,,,,,,,
"Amphibalanus amphitrite (Darwin, 1854)",,"Amphibalanus amphitrite (Darwin, 1854)",msfd,Black Sea,BLK,Black Sea,BLK,"43.227,32.008",43.227,32.008,"cryptogenic, MED",non-indigenous,Invertebrate,INV,1954,1954,<1970,,,,,,1,,,,,,,,,,,,
"Amphibalanus amphitrite (Darwin, 1854)",,"Amphibalanus amphitrite (Darwin, 1854)",msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,"cryptogenic, MED",non-indigenous,Invertebrate,INV,,1966,<1970,,,,,,,,1,,,,,,,,,,
"Amphibalanus amphitrite (Darwin, 1854)",,"Amphibalanus amphitrite (Darwin, 1854)",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,"cryptogenic, MED",non-indigenous,Invertebrate,INV,,1928,<1970,,,,,0.5,0.5,,,,,,,,,,,,
"Amphibalanus amphitrite (Darwin, 1854)",,"Amphibalanus amphitrite (Darwin, 1854)",msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,"cryptogenic, MED",non-indigenous,Invertebrate,INV,,1887,<1970,,,0.25,0.25,0.25,0.25,,,,,,,,,,,,
"Amphibalanus eburneus (Gould, 1841)",,"Amphibalanus eburneus (Gould, 1841)",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,1818,1818,<1970,,,,0.5,,0.5,,,,,,,,,,,,
"Amphibalanus eburneus (Gould, 1841)",,"Amphibalanus eburneus (Gould, 1841)",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1872,1872,<1970,,,,,,1,,,,,,,,,,,,
"Amphibalanus eburneus (Gould, 1841)",,"Amphibalanus eburneus (Gould, 1841)",msfd,Black Sea,BLK,Black Sea,BLK,"43.227,32.008",43.227,32.008,,non-indigenous,Invertebrate,INV,1933,1933,<1970,,,,,,1,,,,,,,,,,,,
"Amphibalanus eburneus (Gould, 1841)",,"Amphibalanus eburneus (Gould, 1841)",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,1927,1927,<1970,,,,0.5,,0.5,,,,,,,,,,,,
"Amphibalanus eburneus (Gould, 1841)",,"Amphibalanus eburneus (Gould, 1841)",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1970,1970,1970-1975,,,,0.5,,0.5,,,,,,,,,,,,
"Amphibalanus eburneus (Gould, 1841)",,"Amphibalanus eburneus (Gould, 1841)",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,1895,<1970,,,,0.5,,0.5,,,,,,,,,,,,
"Amphibalanus eburneus (Gould, 1841)",,"Amphibalanus eburneus (Gould, 1841)",msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Invertebrate,INV,,1998,1994-1999,,,,,0.5,0.5,,,,,,,,,,,,
"Amphibalanus eburneus (Gould, 1841)",,"Amphibalanus eburneus (Gould, 1841)",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1864,1864,<1970,,,,0.5,,0.5,,,,,,,,,,,,
"Amphibalanus reticulatus (Utinomi, 1967)","Amphibalanus reticulatus (Utinomi, 1967)",,msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Invertebrate,INV,,1998,1994-1999,,,,,,1,,,,,,,,,,,,
"Amphibalanus reticulatus (Utinomi, 1967)","Amphibalanus reticulatus (Utinomi, 1967)",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,1997,1994-1999,,,,,,1,,,,,,,,,,,,
"Amphibalanus reticulatus (Utinomi, 1967)","Amphibalanus reticulatus (Utinomi, 1967)",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1977,1977,1976-1981,,,,,,1,,,,,,,,,,,,
"Amphibalanus variegatus (Darwin, 1854)","Amphibalanus variegatus (Darwin, 1854)",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,1997,1994-1999,,,,,0.5,0.5,,,,,,,,,,,,
"Amphiglena mediterranea (Leydig, 1851)","Amphiglena mediterranea (Leydig, 1851)",,msfd,Black Sea,BLK,Black Sea,BLK,"43.227,32.008",43.227,32.008,"partly native, NEA-MED",non-indigenous,Invertebrate,INV,2015,2015,2012-2017,,,,,0.5,0.5,,,,,,,,,,,,
"Amphinome rostrata (Pallas, 1766) ",,"Amphinome rostrata (Pallas, 1766) ",msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Invertebrate,INV,,1885-1914,<1970,,,,,,1,,,,,,,,,,,,
"Amphistegina cf. papillosa Said, 1949","Amphistegina cf. papillosa Said, 1949",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Primary producer,PP,2005,2005,2000-2005,,,,,0.5,,,0.5,,,,,,,,,,
"Amphistegina cf. papillosa Said, 1949","Amphistegina cf. papillosa Said, 1949",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,2017,2017,2012-2017,,,,,0.5,,,0.5,,,,,,,,,,
"Amphistegina lessonii d'Orbigny in Guérin-Méneville, 1832","Amphistegina lessonii d'Orbigny in Guérin-Méneville, 1832",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Primary producer,PP,2005,2005,2000-2005,,,,,,,,1,,,,,,,,,,
"Amphistegina lessonii d'Orbigny in Guérin-Méneville, 1832","Amphistegina lessonii d'Orbigny in Guérin-Méneville, 1832",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Primary producer,PP,2001,2001,2000-2005,,,,,,,,1,,,,,,,,,,
"Amphistegina lessonii d'Orbigny in Guérin-Méneville, 1832","Amphistegina lessonii d'Orbigny in Guérin-Méneville, 1832",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,2017,2017,2012-2017,,,,,,,,1,,,,,,,,,,
"Amphistegina lobifera Larsen, 1976",,"Amphistegina lobifera Larsen, 1976",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Primary producer,PP,2016,2016,2012-2017,,,,,,,,1,,,,,,,,,,
"Amphistegina lobifera Larsen, 1976",,"Amphistegina lobifera Larsen, 1976",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Primary producer,PP,1959,1959,<1970,,,,,,,,1,,,,,,,,,,
"Amphistegina lobifera Larsen, 1976",,"Amphistegina lobifera Larsen, 1976",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Primary producer,PP,1959,1959,<1970,,,,,,,,1,,,,,,,,,,
"Amphistegina lobifera Larsen, 1976",,"Amphistegina lobifera Larsen, 1976",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,2017,2017,2012-2017,,,,,,,,1,,,,,,,,,,
"Ampithoe valida Smith, 1873","Ampithoe valida Smith, 1873",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,2017,2017,2012-2017,,,,,1,,,,,,,,,,,,,
"Ampithoe valida Smith, 1873","Ampithoe valida Smith, 1873",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1993,1993,1988-1993,,,0.5,,,0.5,,,,,,,,,,,,
"Ampithoe valida Smith, 1873","Ampithoe valida Smith, 1873",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,2014,2012-2017,,,,,,1,,,,,,,,,,,,
"Ampithoe valida Smith, 1873","Ampithoe valida Smith, 1873",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,2000,2000,2000-2005,,,,,,1,,,,,,,,,,,,
"Anadara transversa (Say, 1822)","Anadara transversa (Say, 1822)",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,1975,1975,1970-1975,,,0.333,,0.333,0.333,,,,,,,,,,,,
"Anadara transversa (Say, 1822)","Anadara transversa (Say, 1822)",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,<2003,2002,2000-2005,,0.3,,,0.3,0.3,,,,,,,,,,,,
"Anadara transversa (Say, 1822)","Anadara transversa (Say, 1822)",,msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Invertebrate,INV,,2016,2012-2017,,,,0.5,,,,0.5,,,,,,,,,,
"Anadara transversa (Say, 1822)","Anadara transversa (Say, 1822)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2002,2002,2000-2005,,,,,0.5,0.5,,,,,,,,,,,,
"Anadara transversa (Say, 1822)","Anadara transversa (Say, 1822)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1993,1993,1988-1993,,,0.5,,,0.5,,,,,,,,,,,,
"Anadara transversa (Say, 1822)","Anadara transversa (Say, 1822)",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,2005,2005,2000-2005,,,0.333,,0.333,0.333,,,,,,,,,,,,
"Anadara kagoshimensis (Tokunaga, 1906)",,"Anadara kagoshimensis (Tokunaga, 1906)",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,1966,1966,<1970,,,,0.333,0.333,0.333,,,,,,,,,,,,
"Anadara kagoshimensis (Tokunaga, 1906)",,"Anadara kagoshimensis (Tokunaga, 1906)",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1993 – 1994,1993,1988-1993,,,0.5,,0.5,,,,,,,,,,,,,
"Anadara kagoshimensis (Tokunaga, 1906)",,"Anadara kagoshimensis (Tokunaga, 1906)",msfd,Black Sea,BLK,Black Sea,BLK,"43.227,32.008",43.227,32.008,,non-indigenous,Invertebrate,INV,1981,1981,1976-1981,,,,,,1,,,,,,,,,,,,
"Anadara kagoshimensis (Tokunaga, 1906)",,"Anadara kagoshimensis (Tokunaga, 1906)",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,1976,1976,1976-1981,,,,0.333,0.333,0.333,,,,,,,,,,,,
"Anadara kagoshimensis (Tokunaga, 1906)",,"Anadara kagoshimensis (Tokunaga, 1906)",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1977,1977,1976-1981,,,,0.333,0.333,0.333,,,,,,,,,,,,
"Anguillicola crassus (Kuwahara, Niimi & Itagaki, 1974) Moravec & Taraschewski, 1988 ","Anguillicola crassus (Kuwahara, Niimi & Itagaki, 1974) Moravec & Taraschewski, 1988 ",,msfd,Baltic Sea,BAL,Baltic Sea,BAL,"58.537,20.435",58.537,20.435,,pathogen/parasite,Invertebrate,INV,1988,1988,1988-1993,,,1,,,,,,,,,,,,,,,
"Anguillicola crassus (Kuwahara, Niimi & Itagaki, 1974) Moravec & Taraschewski, 1988 ","Anguillicola crassus (Kuwahara, Niimi & Itagaki, 1974) Moravec & Taraschewski, 1988 ",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,pathogen/parasite,Invertebrate,INV,2000,2000,2000-2005,,1,,,,,,,,,,,,,,,,
"Anguillicola crassus (Kuwahara, Niimi & Itagaki, 1974) Moravec & Taraschewski, 1988 ","Anguillicola crassus (Kuwahara, Niimi & Itagaki, 1974) Moravec & Taraschewski, 1988 ",,msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,pathogen/parasite,Invertebrate,INV,,1998,1994-1999,,,1,,,,,,,,,,,,,,,
"Anguillicola crassus (Kuwahara, Niimi & Itagaki, 1974) Moravec & Taraschewski, 1988 ","Anguillicola crassus (Kuwahara, Niimi & Itagaki, 1974) Moravec & Taraschewski, 1988 ",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,pathogen/parasite,Invertebrate,INV,,1982,1982-1987,,1,,,,,,,,,,,,,,,,
"Anguillicola crassus (Kuwahara, Niimi & Itagaki, 1974) Moravec & Taraschewski, 1988 ","Anguillicola crassus (Kuwahara, Niimi & Itagaki, 1974) Moravec & Taraschewski, 1988 ",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,pathogen/parasite,Invertebrate,INV,1980,1980,1976-1981,,1,,,,,,,,,,,,,,,,
"Anomia chinensis Philippi, 1849",,"Anomia chinensis Philippi, 1849",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1971,1974,1970-1975,,,0.5,,,0.5,,,,,,,,,,,,
"Anomia chinensis Philippi, 1849",,"Anomia chinensis Philippi, 1849",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,1893,1893,<1970,,,0.5,,,0.5,,,,,,,,,,,,
"Anoplodactylus californicus Hall, 1912",,"Anoplodactylus californicus Hall, 1912",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1965,1965,<1970,,,,,,1,,,,,,,,,,,,
"Anotrichium furcellatum (J.Agardh) Baldock, 1976",,"Anotrichium furcellatum (J.Agardh) Baldock, 1976",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Primary producer,PP,,1950,<1970,,,,,,1,,,,,,,,,,,,
"Antiopella cristata (Delle Chiaje, 1841) ","Antiopella cristata (Delle Chiaje, 1841) ",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,sporadic record,absent,Invertebrate,INV,,1996,1994-1999,,,,,,,,,1,,,,,,,,,
"Antithamnion hubbsii E.Y.Dawson, 1962","Antithamnion hubbsii E.Y.Dawson, 1962",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Primary producer,PP,1987,1987,1982-1987,,,,,,1,,,,,,,,,,,,
"Antithamnion hubbsii E.Y.Dawson, 1962","Antithamnion hubbsii E.Y.Dawson, 1962",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,2007,2007,2006-2011,,0.3,,,0.3,0.3,,,,,,,,,,,,
"Antithamnion hubbsii E.Y.Dawson, 1962","Antithamnion hubbsii E.Y.Dawson, 1962",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Primary producer,PP,2013,2013,2012-2017,,,,,,1,,,,,,,,,,,,
"Antithamnion hubbsii E.Y.Dawson, 1962","Antithamnion hubbsii E.Y.Dawson, 1962",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Primary producer,PP,,2007,2006-2011,,,,,,1,,,,,,,,,,,,
"Antithamnion hubbsii E.Y.Dawson, 1962","Antithamnion hubbsii E.Y.Dawson, 1962",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,sporadic record,non-indigenous,Primary producer,PP,,1989,1988-1993,,,,,0.5,0.5,,,,,,,,,,,,
"Antithamnion hubbsii E.Y.Dawson, 1962","Antithamnion hubbsii E.Y.Dawson, 1962",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1988,1988,1988-1993,,,,,,1,,,,,,,,,,,,
"Antithamnion amphigeneum A.J.K.Millar, 1990","Antithamnion amphigeneum A.J.K.Millar, 1990",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Primary producer,PP,2014,2014,2012-2017,,,,0.5,,0.5,,,,,,,,,,,,
"Antithamnion amphigeneum A.J.K.Millar, 1990","Antithamnion amphigeneum A.J.K.Millar, 1990",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,1995,1995,1994-1999,,,,,0.5,0.5,,,,,,,,,,,,
"Antithamnion amphigeneum A.J.K.Millar, 1990","Antithamnion amphigeneum A.J.K.Millar, 1990",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Primary producer,PP,2005,2005,2000-2005,,,,0.5,,0.5,,,,,,,,,,,,
"Antithamnion amphigeneum A.J.K.Millar, 1990","Antithamnion amphigeneum A.J.K.Millar, 1990",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1992,1992,1988-1993,,,,0.5,,0.5,,,,,,,,,,,,
"Antithamnion densum (Suhr) M.A.Howe, 1914",,"Antithamnion densum (Suhr) M.A.Howe, 1914",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,1964,1964,<1970,,,,,0.5,0.5,,,,,,,,,,,,
"Antithamnion densum (Suhr) M.A.Howe, 1914",,"Antithamnion densum (Suhr) M.A.Howe, 1914",msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Primary producer,PP,,1964,<1970,,,,,,,,,1,,,,,,,,,
"Antithamnion densum (Suhr) M.A.Howe, 1914",,"Antithamnion densum (Suhr) M.A.Howe, 1914",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Primary producer,PP,,1982,1982-1987,,,,,,,,,1,,,,,,,,,
"Antithamnion densum (Suhr) M.A.Howe, 1914",,"Antithamnion densum (Suhr) M.A.Howe, 1914",msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Primary producer,PP,,1994,1994-1999,,,,,,,,,1,,,,,,,,,
"Antithamnion diminuatum Wollaston, 1968","Antithamnion diminuatum Wollaston, 1968",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Primary producer,PP,,1989,1988-1993,,,,,,1,,,,,,,,,,,,
"Antithamnionella spirographidis (Schiffner) E.M.Wollaston, 1968",,"Antithamnionella spirographidis (Schiffner) E.M.Wollaston, 1968",msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,"cryptogenic, MED",non-indigenous,Primary producer,PP,,1973,1970-1975,,,,,,,,,1,,,,,,,,,
"Antithamnionella spirographidis (Schiffner) E.M.Wollaston, 1968",,"Antithamnionella spirographidis (Schiffner) E.M.Wollaston, 1968",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,"cryptogenic, MED",non-indigenous,Primary producer,PP,,1999,1994-1999,,,,,,1,,,,,,,,,,,,
"Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1921",,"Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1921",msfd,Baltic Sea,BAL,Baltic Sea,BAL,"58.537,20.435",58.537,20.435,,non-indigenous,Primary producer,PP,2014,2014,2012-2017,,,,,,,,,1,,,,,,,,,
"Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1921",,"Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1921",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,1928,1928,<1970,,,,,0.5,,,0.5,,,,,,,,,,
"Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1921",,"Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1921",msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Primary producer,PP,,1930,<1970,,,,,,,,,1,,,,,,,,,
"Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1921",,"Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1921",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Primary producer,PP,,1910,<1970,,,,,0.5,0.5,,,,,,,,,,,,
"Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1921",,"Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1921",msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Primary producer,PP,,1980,1976-1981,,,,,0.5,0.5,,,,,,,,,,,,
"Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1921",,"Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1921",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1981,1981,1976-1981,,,,,0.5,0.5,,,,,,,,,,,,
"Aoroides curvipes Ariyama, 2004","Aoroides curvipes Ariyama, 2004",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,2009,2009,2006-2011,,,1,,,,,,,,,,,,,,,
